아파트명	전용면적	타입명	거래건수
센트럴S타운	13.51	4.1평_	2
센트럴S타운	14.18	4.3평_	7
센트럴S타운	14.31	4.3평_	1
센트럴S타운	14.36	4.3평_	1
센트럴S타운	14.48	4.4평_	2
센트럴S타운	14.88	4.5평_	2
센트럴S타운	15.05	4.6평_	2
센트럴S타운	15.09	4.6평_	6
센트럴S타운	15.28	4.6평_	2
센트럴S타운	15.38	4.7평_	5
센트럴S타운	15.47	4.7평_	1
센트럴S타운	15.66	4.7평_	1
센트럴S타운	15.67	4.7평_	1
센트럴S타운	15.69	4.7평_	5
센트럴S타운	15.71	4.8평_	2
센트럴S타운	15.75	4.8평_	1
센트럴S타운	15.78	4.8평_	1
센트럴S타운	15.89	4.8평_	2
센트럴S타운	15.94	4.8평_	1
센트럴S타운	16.39	5.0평_	1
센트럴S타운	16.42	5.0평_	1
센트럴S타운	16.43	5.0평_	1
센트럴S타운	17.98	5.4평_	1
센트럴S타운	18.88	5.7평_	1
센트럴S타운	18.89	5.7평_	8
센트럴S타운	18.99	5.7평_	2
센트럴S타운	19.09	5.8평_	1
센트럴S타운	19.13	5.8평_	1
센트럴S타운	19.2	5.8평_	1
센트럴S타운	19.28	5.8평_	1
센트럴S타운	19.29	5.8평_	2
센트럴S타운	19.35	5.9평_	8
센트럴S타운	19.59	5.9평_	11
센트럴S타운	19.79	6.0평_	1
센트럴S타운	19.98	6.0평_	1
센트럴S타운	20.18	6.1평_	5
센트럴S타운	20.24	6.1평_	2
센트럴S타운	20.4	6.2평_	9
센트럴S타운	20.48	6.2평_	2
센트럴S타운	20.58	6.2평_	1
센트럴S타운	20.64	6.2평_	2
센트럴S타운	20.69	6.3평_	1
센트럴S타운	20.72	6.3평_	1
센트럴S타운	20.75	6.3평_	1
센트럴S타운	20.76	6.3평_	8
센트럴S타운	20.8	6.3평_	2
센트럴S타운	20.88	6.3평_	4
센트럴S타운	20.9	6.3평_	2
센트럴S타운	21.06	6.4평_	5
센트럴S타운	21.11	6.4평_	18
센트럴S타운	21.68	6.6평_	5
센트럴S타운	22.92	6.9평_	2
센트럴S타운	23.81	7.2평_	1
센트럴S타운	24	7.3평_	1
센트럴S타운	24.34	7.4평_	2
센트럴S타운	24.53	7.4평_	1
센트럴S타운	24.56	7.4평_	3
센트럴S타운	24.97	7.6평_	3
센트럴S타운	25.08	7.6평_	1
센트럴S타운	25.12	7.6평_	2
센트럴S타운	25.42	7.7평_	1
센트럴S타운	26.05	7.9평_	5
센트럴S타운	29.23	8.8평_	2
솔빛마을경남아너스빌	103.3947	31.3평_	324
솔빛마을경남아너스빌	128.4145	38.8평_	300
솔빛마을서해그랑블	100.705	30.5평_	447
솔빛마을서해그랑블	121.55	36.8평_	127
솔빛마을서해그랑블	124.332	37.6평_	126
솔빛마을서해그랑블	164.979	49.9평_	5
솔빛마을신도브래뉴	79.6171	24.1평_	246
솔빛마을신도브래뉴	84.753	25.6평_	229
솔빛마을신도브래뉴	84.9245	25.7평_	228
솔빛마을쌍용예가	78.7193	23.8평_	235
솔빛마을쌍용예가	84.9784	25.7평_	185
솔빛마을쌍용예가	84.9794	25.7평_	464
솔빛마을쌍용예가	84.991	25.7평_	81
시범다은마을삼성래미안	84.5599	25.6평_	52
시범다은마을삼성래미안	84.6098	25.6평_	299
시범다은마을삼성래미안	96.974	29.3평_	51
시범다은마을삼성래미안	112.3059	34.0평_	9
시범다은마을삼성래미안	113.6529	34.4평_	131
시범다은마을우남퍼스트빌	67.0661	20.3평_	249
시범다은마을우남퍼스트빌	84.4275	25.5평_	203
시범다은마을우남퍼스트빌	84.9743	25.7평_	299
시범다은마을포스코더샵	80.2971	24.3평_	13
시범다은마을포스코더샵	84.5111	25.6평_	313
시범다은마을포스코더샵	98.4746	29.8평_	133
시범다은마을포스코더샵	98.6767	29.8평_	41
시범다은마을포스코더샵	120.2263	36.4평_	26
시범다은마을포스코더샵	140.2444	42.4평_	3
시범다은마을포스코더샵	141.9064	42.9평_	3
시범다은마을포스코더샵	143.3377	43.4평_	10
시범반도유보라아이비파크4.0	84.569	25.6평_	39
시범반도유보라아이비파크4.0	84.8302	25.7평_	40
시범반도유보라아이비파크4.0	84.9705	25.7평_	129
시범반도유보라아이비파크4.0	96.7283	29.3평_	111
시범한빛마을금호어울림	66.962	20.3평_	68
시범한빛마을금호어울림	84.465	25.6평_	195
시범한빛마을금호어울림	84.54	25.6평_	201
시범한빛마을금호어울림	84.613	25.6평_	137
시범한빛마을동탄아이파크	61.658	18.7평_	186
시범한빛마을동탄아이파크	84.96	25.7평_	550
시범한빛마을동탄아이파크	84.961	25.7평_	136
시범한빛마을삼부르네상스	84.691	25.6평_	452
시범한빛마을삼부르네상스	84.695	25.6평_	30
시범한빛마을삼부르네상스	84.712	25.6평_	68
시범한빛마을삼부르네상스	84.768	25.6평_	244
시범한빛마을케이씨씨스위첸	84.6517	25.6평_	258
시범한빛마을케이씨씨스위첸	84.7328	25.6평_	172
시범한빛마을케이씨씨스위첸	84.786	25.6평_	123
시범한빛마을케이씨씨스위첸	84.7862	25.6평_	48
시범한빛마을한화꿈에그린	84.73	25.6평_	188
시범한빛마을한화꿈에그린	84.79	25.6평_	108
시범한빛마을한화꿈에그린	84.8	25.7평_	306
신일유토빌	101.857	30.8평_	300
신일유토빌	128.379	38.8평_	250
신일유토빌	164.958	49.9평_	12
에스원스마트빌	13.993	4.2평_	7
에스원스마트빌	14.201	4.3평_	35
엔에이치에프경남아너스빌	59.76	18.1평_	1
엔터프라임빌딩	12.091	3.7평_	1
엔터프라임빌딩	14.07	4.3평_	1
엔터프라임빌딩	14.32	4.3평_	1
엔터프라임빌딩	14.41	4.4평_	1
엔터프라임빌딩	14.81	4.5평_	1
엔터프라임빌딩	18.98	5.7평_	2
엔터프라임빌딩	24.66	7.5평_	1
우미린제일풍경채	74.092	22.4평_	163
우미린제일풍경채	75.8689	23.0평_	50
우미린제일풍경채	75.87	23.0평_	346
우미린제일풍경채	76.4593	23.1평_	168
우미린제일풍경채	80.3931	24.3평_	194
우미린제일풍경채	96.1628	29.1평_	184
우미린제일풍경채	96.3842	29.2평_	173
우미린제일풍경채	112.961	34.2평_	163
우미린제일풍경채	145.4538	44.0평_	5
이편한세상동탄	60.49	18.3평_	23
이편한세상동탄	60.58	18.3평_	7
이편한세상동탄	74.44	22.5평_	75
이편한세상동탄	74.67	22.6평_	48
이편한세상동탄	74.73	22.6평_	20
이편한세상동탄	74.92	22.7평_	5
이편한세상동탄	84.2	25.5평_	156
이편한세상동탄	84.31	25.5평_	3
이편한세상동탄	84.39	25.5평_	49
이편한세상동탄	84.42	25.5평_	43
이편한세상동탄	84.87	25.7평_	40
이편한세상동탄	89.01	26.9평_	41
이편한세상동탄	89.85	27.2평_	28
이편한세상동탄	102.62	31.0평_	8
이편한세상동탄	102.85	31.1평_	16
이편한세상동탄	106.53	32.2평_	1
이편한세상동탄	116.45	35.2평_	4
자연앤데시앙	59.52	18.0평_	551
자연앤데시앙	59.94	18.1평_	85
자연앤데시앙	59.95	18.1평_	64
자연앤데시앙	74.6	22.6평_	529
자연앤데시앙	84.57	25.6평_	141
자연앤데시앙	84.84	25.7평_	294
자연앤데시앙	84.94	25.7평_	413
제일풍경채에듀앤파크	59.5765	18.0평_	138
제일풍경채에듀앤파크	76.3605	23.1평_	48
제일풍경채에듀앤파크	76.5891	23.2평_	9
중흥에스클래스에듀하이	83.0109	25.1평_	53
중흥에스클래스에듀하이	83.1694	25.2평_	7
포스코더샵2차	76.1565	23.0평_	189
포스코더샵2차	76.5336	23.2평_	467
포스코더샵2차	84.0255	25.4평_	230
포스코더샵2차	84.3079	25.5평_	205
포스코더샵2차	84.6199	25.6평_	212
포스코더샵2차	101.0812	30.6평_	72
포스코더샵2차	117.5061	35.5평_	46
포스코더샵2차	156.2642	47.3평_	4
포스코더샵2차	159.1995	48.2평_	2
푸르지오	57.8	17.5평_	434
푸르지오	59.556	18.0평_	459
푸르지오	75.076	22.7평_	246
푸르지오	84.065	25.4평_	244
푸른마을두산위브	72.68	22.0평_	239
푸른마을두산위브	73.33	22.2평_	277
푸른마을두산위브	81.12	24.5평_	202
푸른마을두산위브	81.49	24.7평_	182
푸른마을두산위브	101.71	30.8평_	110
푸른마을두산위브	153.41	46.4평_	10
푸른마을모아미래도	59.039	17.9평_	616
푸른마을모아미래도	59.192	17.9평_	527
푸른마을모아미래도	83.737	25.3평_	297
한신더휴	76.4713	23.1평_	132
한신더휴	83.4162	25.2평_	74
한신더휴	83.7489	25.3평_	115
한화 포레나 동탄호수	74.21	22.4평_	58
한화 포레나 동탄호수	84.02	25.4평_	2
한화 포레나 동탄호수	84.03	25.4평_	34
한화 포레나 동탄호수	84.05	25.4평_	46
호반베르디움센트럴포레	84.669	25.6평_	77
호반베르디움센트럴포레	84.8388	25.7평_	434
호반베르디움센트럴포레	98.1497	29.7평_	140
호수공원역 센트럴시티	60.3768	18.3평_	54
호수공원역 센트럴시티	84.52	25.6평_	110
호수공원역 센트럴시티	84.5413	25.6평_	53
호수공원역 센트럴시티	84.5442	25.6평_	46
화성동탄2센트럴힐즈동탄아파트	74.99	22.7평_	8
화성동탄2센트럴힐즈동탄아파트	84.96	25.7평_	5
힐스테이트동탄	61.9248	18.7평_	90
힐스테이트동탄	74.8981	22.7평_	29
힐스테이트동탄	74.9502	22.7평_	31
힐스테이트동탄	74.9757	22.7평_	46
힐스테이트동탄	84.8479	25.7평_	246
힐스테이트동탄	84.8835	25.7평_	27
힐스테이트동탄역	54.4202	16.5평_	41
힐스테이트동탄역	54.5508	16.5평_	38
힐스테이트동탄역	54.5533	16.5평_	38
힐스테이트동탄역	54.9749	16.6평_	32
